YEAR,MO,DY,mean_kilowatt_per_hour
2019,4,9,0.62
2019,4,10,0.586666667
2019,4,11,0.633333333
2019,4,12,0.453333333
2019,4,13,0.12
2019,4,14,0.606666667
2019,4,15,0.593333333
2019,4,16,0.266666667
2019,4,17,0.6
2019,4,18,0.6
2019,4,19,0.613333333
2019,4,20,0.62
2019,4,21,0.6
2019,4,22,0.26
2019,4,23,0.293333333
2019,4,24,0.173333333
2019,4,25,0.606666667
2019,4,26,0.56
2019,4,27,0.56
2019,4,28,0.573333333
2019,4,29,0.34
2019,4,30,0.32
2019,5,1,0.466666667
2019,5,2,0.266666667
2019,5,3,0.3
2019,5,4,0.32
2019,5,5,0.393333333
2019,5,6,0.533333333
2019,5,7,0.32
2019,5,8,0.546666667
2019,5,9,0.333333333
2019,5,10,0.14
2019,5,11,0.293333333
2019,5,12,0.56
2019,5,13,0.493333333
2019,5,14,0.573333333
2019,5,15,0.566666667
2019,5,16,0.513333333
2019,5,17,0.48
2019,5,18,0.513333333
2019,5,19,0.586666667
2019,5,20,0.313333333
2019,5,21,0.6
2019,5,22,0.513333333
2019,5,23,0.313333333
2019,5,24,0.266666667
2019,5,25,0.266666667
2019,5,26,0.266666667
2019,5,27,0.533333333
2019,5,28,0.586666667
2019,5,29,0.346666667
2019,5,30,0.44
2019,5,31,0.426666667
2019,6,1,0.52
2019,6,2,0.38
2019,6,3,0.433333333
2019,6,4,0.453333333
2019,6,5,0.513333333
2019,6,6,0.546666667
2019,6,7,0.566666667
2019,6,8,0.56
2019,6,9,0.48
2019,6,10,0.366666667
2019,6,11,0.486666667
2019,6,12,0.5
2019,6,13,0.546666667
2019,6,14,0.493333333
2019,6,15,0.54
2019,6,16,0.466666667
2019,6,17,0.513333333
2019,6,18,0.5
2019,6,19,0.513333333
2019,6,20,0.586666667
2019,6,21,0.52
2019,6,22,0.52
2019,6,23,0.513333333
2019,6,24,0.446666667
2019,6,25,0.553333333
2019,6,26,0.533333333
2019,6,27,0.513333333
2019,6,28,0.546666667
2019,6,29,0.566666667
2019,6,30,0.533333333
2019,7,1,0.546666667
2019,7,2,0.526666667
2019,7,3,0.5
2019,7,4,0.546666667
2019,7,5,0.533333333
2019,7,6,0.486666667
2019,7,7,0.293333333
2019,7,8,0.393333333
2019,7,9,0.54
2019,7,10,0.553333333
2019,7,11,0.546666667
2019,7,12,0.526666667
2019,7,13,0.533333333
2019,7,14,0.513333333
2019,7,15,0.526666667
2019,7,16,0.533333333
2019,7,17,0.56
2019,7,18,0.56
2019,7,19,0.56
2019,7,20,0.566666667
2019,7,21,0.553333333
2019,7,22,0.506666667
2019,7,23,0.54
2019,7,24,0.586666667
2019,7,25,0.56
2019,7,26,0.553333333
2019,7,27,0.56
2019,7,28,0.513333333
2019,7,29,0.46
2019,7,30,0.52
2019,7,31,0.54
2019,8,1,0.513333333
2019,8,2,0.513333333
2019,8,3,0.353333333
2019,8,4,0.533333333
2019,8,5,0.54
2019,8,6,0.513333333
2019,8,7,0.54
2019,8,8,0.54
2019,8,9,0.526666667
2019,8,10,0.56
2019,8,11,0.566666667
2019,8,12,0.56
2019,8,13,0.52
2019,8,14,0.546666667
2019,8,15,0.513333333
2019,8,16,0.56
2019,8,17,0.56
2019,8,18,0.566666667
2019,8,19,0.56
2019,8,20,0.566666667
2019,8,21,0.553333333
2019,8,22,0.513333333
2019,8,23,0.466666667
2019,8,24,0.526666667
2019,8,25,0.56
2019,8,26,0.58
2019,8,27,0.346666667
2019,8,28,0.266666667
2019,8,29,0.56
2019,8,30,0.533333333
2019,8,31,0.486666667
2019,9,1,0.526666667
2019,9,2,0.553333333
2019,9,3,0.546666667
2019,9,4,0.513333333
2019,9,5,0.533333333
2019,9,6,0.56
2019,9,7,0.546666667
2019,9,8,0.56
2019,9,9,0.513333333
2019,9,10,0.493333333
2019,9,11,0.393333333
2019,9,12,0.56
2019,9,13,0.346666667
2019,9,14,0.52
2019,9,15,0.546666667
2019,9,16,0.5
2019,9,17,0.553333333
2019,9,18,0.573333333
2019,9,19,0.58
2019,9,20,0.42
2019,9,21,0.326666667
2019,9,22,0.366666667
2019,9,23,0.426666667
2019,9,24,0.54
2019,9,25,0.58
2019,9,26,0.6
2019,9,27,0.606666667
2019,9,28,0.533333333
2019,9,29,0.446666667
2019,9,30,0.413333333
2019,10,1,0.466666667
2019,10,2,0.533333333
2019,10,3,0.513333333
2019,10,4,0.52
2019,10,5,0.586666667
2019,10,6,0.58
2019,10,7,0.646666667
2019,10,8,0.633333333
2019,10,9,0.533333333
2019,10,10,0.586666667
2019,10,11,0.66
2019,10,12,0.64
2019,10,13,0.653333333
2019,10,14,0.32
2019,10,15,0.486666667
2019,10,16,0.653333333
2019,10,17,0.653333333
2019,10,18,0.613333333
2019,10,19,0.666666667
2019,10,20,0.653333333
2019,10,21,0.68
2019,10,22,0.673333333
2019,10,23,0.673333333
2019,10,24,0.133333333
2019,10,25,0.633333333
2019,10,26,0.7
2019,10,27,0.706666667
2019,10,28,0.266666667
2019,10,29,0.193333333
2019,10,30,0.24
2019,10,31,0.653333333
2019,11,1,0.7
2019,11,2,0.7
2019,11,3,0.64
2019,11,4,0.68
2019,11,5,0.573333333
2019,11,6,0.186666667
2019,11,7,0.133333333
2019,11,8,0.466666667
2019,11,9,0.693333333
2019,11,10,0.586666667
2019,11,11,0.14
2019,11,12,0.62
2019,11,13,0.513333333
2019,11,14,0.713333333
2019,11,15,0.726666667
2019,11,16,0.573333333
2019,11,17,0.693333333
2019,11,18,0.706666667
2019,11,19,0.68
2019,11,20,0.373333333
2019,11,21,0.266666667
2019,11,22,0.266666667
2019,11,23,0.646666667
2019,11,24,0.673333333
2019,11,25,0.546666667
2019,11,26,0.44
2019,11,27,0.32
2019,11,28,0.186666667
2019,11,29,0.226666667
2019,11,30,0.726666667
2019,12,1,0.733333333
2019,12,2,0.746666667
2019,12,3,0.746666667
2019,12,4,0.466666667
2019,12,5,0.646666667
2019,12,6,0.7
2019,12,7,0.653333333
2019,12,8,0.52
2019,12,9,0.173333333
2019,12,10,0.7
2019,12,11,0.306666667
2019,12,12,0.726666667
2019,12,13,0.7
2019,12,14,0.726666667
2019,12,15,0.726666667
2019,12,16,0.466666667
2019,12,17,0.773333333
2019,12,18,0.793333333
2019,12,19,0.746666667
2019,12,20,0.753333333
2019,12,21,0.78
2019,12,22,0.773333333
2019,12,23,0.653333333
2019,12,24,0.68
2019,12,25,0.653333333
2019,12,26,0.433333333
2019,12,27,0.2
2019,12,28,0.466666667
2019,12,29,0.72
2019,12,30,0.753333333
2019,12,31,0.746666667
