YEAR,MO,DY,mean_kilowatt_per_hour
2019,7,20,1.0025
2019,7,21,1.0725
2019,7,22,0.99
2019,7,23,1.07
2019,7,24,1.115
2019,7,25,0.5725
2019,7,26,0.8825
2019,7,27,1.03
2019,7,28,0.92
2019,7,29,0.9825
2019,7,30,0.9575
2019,7,31,0.605
2019,8,1,0.76
2019,8,2,0.8125
2019,8,3,1.08
2019,8,4,1.16
2019,8,5,1.1175
2019,8,6,1.145
2019,8,7,0.6275
2019,8,8,1.1125
2019,8,9,1.2575
2019,8,10,1.195
2019,8,11,1.28
2019,8,12,1.2325
2019,8,13,1.0675
2019,8,14,1.005
2019,8,15,1.21
2019,8,16,1.2125
2019,8,17,1.275
2019,8,18,1.21
2019,8,19,1.285
2019,8,20,1.39
2019,8,21,1.3725
2019,8,22,1.375
2019,8,23,1.135
2019,8,24,1.32
2019,8,25,1.3425
2019,8,26,1.2275
2019,8,27,0.9925
2019,8,28,0.48
2019,8,29,0.6325
2019,8,30,1.055
2019,8,31,1.3375
2019,9,1,1.4425
2019,9,2,1.4525
2019,9,3,1.4825
2019,9,4,1.52
2019,9,5,1.495
2019,9,6,1.5275
2019,9,7,1.5225
2019,9,8,1.55
2019,9,9,1.5725
2019,9,10,1.27
2019,9,11,1.1475
2019,9,12,1.585
2019,9,13,1.5325
2019,9,14,1.6
2019,9,15,1.515
2019,9,16,1.5625
2019,9,17,1.155
2019,9,18,1.46
2019,9,19,1.4375
2019,9,20,1.45
2019,9,21,1.22
2019,9,22,1.4075
2019,9,23,1.45
2019,9,24,1.305
2019,9,25,1.17
2019,9,26,0.875
2019,9,27,1.455
2019,9,28,1.48
2019,9,29,1.6775
2019,9,30,1.2825
2019,10,1,1.3575
2019,10,2,1.675
2019,10,3,1.8325
2019,10,4,1.83
2019,10,5,1.365
2019,10,6,1.625
2019,10,7,1.69
2019,10,8,1.3825
2019,10,9,1.6625
2019,10,10,1.56
2019,10,11,1.045
2019,10,12,0.63
2019,10,13,1.42
2019,10,14,1.705
2019,10,15,1.4575
2019,10,16,1.7975
2019,10,17,1.77
2019,10,18,1.8875
2019,10,19,1.5825
2019,10,20,1.655
2019,10,21,1.56
2019,10,22,1.495
2019,10,23,1.89
2019,10,24,1.9725
2019,10,25,1.98
2019,10,26,1.94
2019,10,27,1.8425
2019,10,28,1.4225
2019,10,29,1.76
2019,10,30,1.25
2019,10,31,1.63
2019,11,1,1.3725
2019,11,2,1.445
2019,11,3,1.655
2019,11,4,1.51
2019,11,5,1.7525
2019,11,6,2.0825
2019,11,7,2.1475
2019,11,8,2.17
2019,11,9,1.7675
2019,11,10,1.97
2019,11,11,1.7775
2019,11,12,2.03
2019,11,13,1.615
2019,11,14,1.98
2019,11,15,2.025
2019,11,16,1.955
2019,11,17,1.6975
2019,11,18,1.9175
2019,11,19,1.9275
2019,11,20,1.835
2019,11,21,1.9675
2019,11,22,2.0725
2019,11,23,2.0275
2019,11,24,1.955
2019,11,25,2.02
2019,11,26,2.055
2019,11,27,1.695
2019,11,28,1.4875
2019,11,29,1.7575
2019,11,30,1.72
2019,12,1,1.15
2019,12,2,2.1775
2019,12,3,2.2425
2019,12,4,2.285
2019,12,5,2.34
2019,12,6,2.2225
2019,12,7,2.04
2019,12,8,1.66
2019,12,9,1.4225
2019,12,10,1.8925
2019,12,11,1.615
2019,12,12,1.77
2019,12,13,0.8725
2019,12,14,1.7875
2019,12,15,1.82
2019,12,16,2.0175
2019,12,17,1.89
2019,12,18,2.0625
2019,12,19,2.18
2019,12,20,1.895
2019,12,21,2.0675
2019,12,22,1.645
2019,12,23,1.2825
2019,12,24,1.0125
2019,12,25,1.2225
2019,12,26,1.935
2019,12,27,1.8275
2019,12,28,1.8025
2019,12,29,2.1025
2019,12,30,2.0575
2019,12,31,2.0275
2020,1,1,2.1925
2020,1,2,2.095
2020,1,3,2.1225
2020,1,4,2.17
2020,1,5,2.05
2020,1,6,1.895
2020,1,7,1.605
2020,1,8,2.01
2020,1,9,1.9375
2020,1,10,1.8525
2020,1,11,1.25
2020,1,12,0.575
2020,1,13,1.125
2020,1,14,1.115
2020,1,15,1.6425
2020,1,16,1.3275
2020,1,17,1.57
2020,1,18,0.805
2020,1,19,1.6025
2020,1,20,1.6375
2020,1,21,1.945
2020,1,22,1.845
2020,1,23,1.5675
2020,1,24,1.6175
2020,1,25,0.7525
2020,1,26,1.635
2020,1,27,1.9225
2020,1,28,1.685
2020,1,29,1.9725
2020,1,30,1.55
2020,1,31,1.86
2020,2,1,1.9825
2020,2,2,2.05
2020,2,3,1.9375
2020,2,4,0.455
2020,2,5,0.4925
2020,2,6,0.385
2020,2,7,1.0425
2020,2,8,0.635
2020,2,9,0.6375
2020,2,10,1.36
2020,2,11,1.23
2020,2,12,0.6025
2020,2,13,0.585
2020,2,14,1.5875
2020,2,15,1.765
2020,2,16,1.635
2020,2,17,1.6575
2020,2,18,1.7675
2020,2,19,1.7675
2020,2,20,1.775
2020,2,21,1.385
2020,2,22,1.09
2020,2,23,0.7375
2020,2,24,0.635
2020,2,25,1.235
2020,2,26,1.61
2020,2,27,0.99
2020,2,28,1.6775
2020,2,29,1.365
2020,3,1,1.77
2020,3,2,1.8125
2020,3,3,1.43
2020,3,4,0.905
2020,3,5,1.2375
2020,3,6,0.945
2020,3,7,1.0125
2020,3,8,1.205
2020,3,9,0.315
2020,3,10,0.85
2020,3,11,1.2925
2020,3,12,0.8575
2020,3,13,1.345
2020,3,14,1.3775
2020,3,15,1.1325
2020,3,16,1.32
2020,3,17,1.355
2020,3,18,1.52
2020,3,19,1.6675
2020,3,20,1.7275
2020,3,21,1.6825
2020,3,22,1.6175
2020,3,23,0.8375
2020,3,24,0.6375
2020,3,25,1.2825
2020,3,26,1.1625
2020,3,27,0.6575
2020,3,28,1.1725
2020,3,29,1.2725
2020,3,30,1.425
2020,3,31,1.285
2020,4,1,1.3275
2020,4,2,1.095
2020,4,3,1.3575
2020,4,4,0.685
2020,4,5,1.52
2020,4,6,1.4
2020,4,7,1.07
2020,4,8,1.03
2020,4,9,0.935
2020,4,10,0.5925
2020,4,11,1.3725
2020,4,12,1.465
2020,4,13,1.4025
2020,4,14,1.41
2020,4,15,1.31
2020,4,16,1.3925
2020,4,17,1.32
2020,4,18,0.575
2020,4,19,1.0125
2020,4,20,1.2675
2020,4,21,1.195
2020,4,22,1.2775
2020,4,23,1.1375
2020,4,24,1.2325
2020,4,25,1.26
2020,4,26,1.2925
2020,4,27,0.8925
2020,4,28,0.6925
2020,4,29,0.965
2020,4,30,0.9925
2020,5,1,1.27
2020,5,2,1.2775
2020,5,3,1.2725
2020,5,4,1.1775
2020,5,5,0.7625
2020,5,6,0.8275
2020,5,7,0.9325
2020,5,8,0.95
2020,5,9,0.795
2020,5,10,0.9925
2020,5,11,1.075
2020,5,12,0.66
2020,5,13,0.8225
2020,5,14,0.855
2020,5,15,1.0125
2020,5,16,0.6275
2020,5,17,0.83
2020,5,18,0.8
2020,5,19,0.81
2020,5,20,0.4275
2020,5,21,0.3725
2020,5,22,0.6975
2020,5,23,0.5475
2020,5,24,0.9075
2020,5,25,1.03
2020,5,26,0.995
2020,5,27,0.6775
2020,5,28,0.7575
2020,5,29,0.6825
2020,5,30,0.7425
2020,5,31,0.6575
2020,6,1,0.86
2020,6,2,1.0475
2020,6,3,1.015
2020,6,4,0.6375
2020,6,5,0.7875
2020,6,6,0.9525
2020,6,7,0.655
2020,6,8,0.6775
2020,6,9,0.6875
2020,6,10,0.4825
2020,6,11,0.83
2020,6,12,0.73
2020,6,13,0.83
2020,6,14,0.28
2020,6,15,0.76
2020,6,16,0.735
2020,6,17,0.7525
2020,6,18,0.495
2020,6,19,0.6725
2020,6,20,0.6075
2020,6,21,0.795
2020,6,22,0.9925
2020,6,23,0.96
2020,6,24,0.995
2020,6,25,0.9475
2020,6,26,0.6425
2020,6,27,0.59
2020,6,28,0.36
2020,6,29,0.86
2020,6,30,0.77
2020,7,1,0.8425
2020,7,2,0.8675
2020,7,3,0.945
2020,7,4,1.015
2020,7,5,0.9925
2020,7,6,0.915
2020,7,7,0.6575
2020,7,8,0.7125
2020,7,9,0.5225
2020,7,10,0.5375
2020,7,11,0.6975
2020,7,12,0.4475
2020,7,13,0.8025
2020,7,14,0.9725
2020,7,15,1.0475
2020,7,16,1.055
2020,7,17,0.7625
2020,7,18,0.8175
2020,7,19,1.05
2020,7,20,1.08
2020,7,21,0.8175
2020,7,22,0.3675
2020,7,23,0.3775
2020,7,24,0.385
2020,7,25,0.4425
2020,7,26,0.5475
2020,7,27,0.9675
2020,7,28,1.085
2020,7,29,1.07
2020,7,30,1.015
2020,7,31,0.88
2020,8,1,0.9175
2020,8,2,1.1275
2020,8,3,0.965
2020,8,4,0.9575
2020,8,5,1.1625
2020,8,6,1.2
2020,8,7,0.4325
2020,8,8,0.88
2020,8,9,1.19
2020,8,10,0.955
2020,8,11,0.99
2020,8,12,1.01
2020,8,13,1.215
2020,8,14,1.0625
2020,8,15,0.715
2020,8,16,1.25
2020,8,17,1.3275
2020,8,18,1.17
2020,8,19,1.2725
2020,8,20,1.3175
2020,8,21,1.1275
2020,8,22,1.05
2020,8,23,1.425
2020,8,24,1.435
2020,8,25,1.255
2020,8,26,0.945
2020,8,27,1.3225
2020,8,28,1.4325
2020,8,29,1.24
2020,8,30,1.0075
2020,8,31,1.45
2020,9,1,1.095
2020,9,2,1.205
2020,9,3,1.1325
2020,9,4,1.24
2020,9,5,1.385
2020,9,6,0.53
2020,9,7,0.92
2020,9,8,1.0075
2020,9,9,1.355
2020,9,10,0.445
2020,9,11,1.25
2020,9,12,1.3025
2020,9,13,1.19
2020,9,14,1.5625
2020,9,15,1.365
2020,9,16,1.0525
2020,9,17,1.61
2020,9,18,1.2875
2020,9,19,1.375
2020,9,20,1.155
2020,9,21,1.5625
2020,9,22,1.0825
2020,9,23,1.2525
2020,9,24,1.7225
2020,9,25,1.575
2020,9,26,1.8175
2020,9,27,1.8225
2020,9,28,1.305
2020,9,29,1.4675
2020,9,30,1.1125
2020,10,1,1.49
2020,10,2,1.725
2020,10,3,1.605
2020,10,4,1.6175
2020,10,5,1.5075
2020,10,6,1.655
2020,10,7,1.53
2020,10,8,1.3425
2020,10,9,1.485
2020,10,10,1.69
2020,10,11,1.735
2020,10,12,1.55
2020,10,13,1.5525
2020,10,14,1.5375
2020,10,15,1.67
2020,10,16,1.9175
2020,10,17,1.7275
2020,10,18,1.7575
2020,10,19,1.5225
2020,10,20,1.5625
2020,10,21,1.62
2020,10,22,0.9
2020,10,23,1.465
2020,10,24,0.565
2020,10,25,1.3
2020,10,26,1.3025
2020,10,27,0.9
2020,10,28,1.3125
2020,10,29,1.595
2020,10,30,2.0325
2020,10,31,1.3075
2020,11,1,2.0275
2020,11,2,1.7075
2020,11,3,1.77
2020,11,4,1.9975
2020,11,5,1.7475
2020,11,6,2.0025
2020,11,7,1.69
2020,11,8,0.83
2020,11,9,1.47
2020,11,10,1.7975
2020,11,11,2.0525
2020,11,12,1.91
2020,11,13,1.0575
2020,11,14,2.0775
2020,11,15,1.9
2020,11,16,2.0375
2020,11,17,1.245
2020,11,18,1.275
2020,11,19,1.9
2020,11,20,2.1425
2020,11,21,2.105
2020,11,22,2.16
2020,11,23,2.1375
2020,11,24,1.3725
2020,11,25,1.035
2020,11,26,2.1225
2020,11,27,2.0225
2020,11,28,2.205
2020,11,29,2.1525
2020,11,30,1.4175
2020,12,1,1.8225
2020,12,2,1.91
2020,12,3,0.9625
2020,12,4,1.61
2020,12,5,1.935
2020,12,6,1.3575
2020,12,7,0.5275
2020,12,8,1.085
2020,12,9,1.9225
2020,12,10,1.91
2020,12,11,0.585
2020,12,12,0.5875
2020,12,13,0.4675
2020,12,14,0.435
2020,12,15,1.6975
2020,12,16,1.1275
2020,12,17,1.1075
2020,12,18,1.835
2020,12,19,1.59
2020,12,20,1.94
2020,12,21,1.355
2020,12,22,1.635
2020,12,23,2.0375
2020,12,24,1.415
2020,12,25,1.91
2020,12,26,1.7625
2020,12,27,2.0175
2020,12,28,2.0475
2020,12,29,1.61
2020,12,30,0.8
2020,12,31,1.83
